source_city, destination_city, class, duration
Bangalore, Delhi, Economy, 11.33
Bangalore, Delhi, Economy, 6.17
Bangalore, Delhi, Economy, 3.0
Bangalore, Delhi, Economy, 12.75
Bangalore, Delhi, Economy, 10.92
Bangalore, Delhi, Economy, 3.0
Bangalore, Delhi, Economy, 10.75
Bangalore, Delhi, Economy, 7.83
Bangalore, Kolkata, Economy, 11.67
Bangalore, Kolkata, Business, 20.92
Bangalore, Kolkata, Economy, 7.5
Bangalore, Kolkata, Business, 24.25
Bangalore, Kolkata, Business, 14.75
Bangalore, Kolkata, Economy, 14.83
Bangalore, Kolkata, Business, 15.5
Bangalore, Kolkata, Business, 13.75
Bangalore, Kolkata, Economy, 15.5
Bangalore, Kolkata, Economy, 11.83
Bangalore, Kolkata, Economy, 2.67
Bangalore, Kolkata, Economy, 8.17
Bangalore, Kolkata, Economy, 2.58
Bangalore, Kolkata, Business, 23.25
Bangalore, Kolkata, Economy, 19.17
Bangalore, Kolkata, Economy, 2.5
Bangalore, Kolkata, Business, 8.33
Bangalore, Kolkata, Economy, 2.58
Bangalore, Kolkata, Economy, 13.75
Bangalore, Kolkata, Economy, 3.33
Bangalore, Kolkata, Economy, 8.33
Bangalore, Kolkata, Economy, 15.17
Bangalore, Kolkata, Economy, 11.25
Bangalore, Kolkata, Economy, 11.08
Bangalore, Kolkata, Economy, 11.25
Bangalore, Hyderabad, Economy, 10.25
Bangalore, Hyderabad, Economy, 35.75
Bangalore, Hyderabad, Business, 11.42
Bangalore, Hyderabad, Business, 11.92
Bangalore, Hyderabad, Economy, 1.08
Bangalore, Hyderabad, Business, 5.58
Bangalore, Hyderabad, Business, 17.25
Bangalore, Hyderabad, Economy, 24.58
Bangalore, Hyderabad, Business, 11.92
Bangalore, Hyderabad, Economy, 26.75
Bangalore, Hyderabad, Business, 16.33
Bangalore, Hyderabad, Economy, 10.0
Bangalore, Hyderabad, Business, 9.0
Bangalore, Hyderabad, Economy, 17.25
Bangalore, Hyderabad, Business, 25.08
Bangalore, Hyderabad, Economy, 12.08
Bangalore, Hyderabad, Economy, 6.08
Bangalore, Hyderabad, Business, 23.17
Bangalore, Hyderabad, Economy, 14.58
Bangalore, Hyderabad, Economy, 9.58
Bangalore, Hyderabad, Economy, 7.58
Bangalore, Hyderabad, Economy, 5.17
Bangalore, Hyderabad, Business, 23.25
Bangalore, Hyderabad, Business, 11.92
Bangalore, Hyderabad, Economy, 26.08
Kolkata, Mumbai, Economy, 31.92
Kolkata, Mumbai, Business, 6.67
Kolkata, Mumbai, Economy, 28.08
Kolkata, Mumbai, Economy, 2.83
Kolkata, Mumbai, Business, 17.83
Kolkata, Mumbai, Economy, 4.67
Kolkata, Mumbai, Economy, 14.92
Kolkata, Mumbai, Economy, 25.33
Kolkata, Mumbai, Economy, 5.0
Kolkata, Mumbai, Business, 15.67
Kolkata, Mumbai, Economy, 10.33
Kolkata, Mumbai, Economy, 14.58
Kolkata, Mumbai, Economy, 11.17
Kolkata, Mumbai, Economy, 14.08
Kolkata, Mumbai, Economy, 24.33
Kolkata, Mumbai, Economy, 21.25
Kolkata, Mumbai, Economy, 24.83
Kolkata, Mumbai, Economy, 26.58
Kolkata, Mumbai, Business, 21.75
Kolkata, Mumbai, Economy, 13.0
Kolkata, Mumbai, Business, 11.75
Kolkata, Mumbai, Economy, 2.75
Kolkata, Mumbai, Economy, 10.67
Kolkata, Mumbai, Economy, 30.0
Kolkata, Mumbai, Economy, 23.17
Kolkata, Delhi, Economy, 2.42
Kolkata, Delhi, Business, 2.5
Kolkata, Delhi, Economy, 2.5
Kolkata, Delhi, Economy, 7.08
Kolkata, Delhi, Economy, 12.58
Kolkata, Delhi, Economy, 21.5
Kolkata, Delhi, Business, 17.33
Kolkata, Delhi, Economy, 6.42
Kolkata, Delhi, Economy, 4.67
Kolkata, Delhi, Business, 21.5
Kolkata, Delhi, Economy, 8.5
Kolkata, Delhi, Economy, 12.58
Kolkata, Delhi, Business, 12.58
Kolkata, Delhi, Economy, 2.67
Kolkata, Delhi, Business, 12.0
Kolkata, Delhi, Economy, 22.08
Kolkata, Delhi, Economy, 2.42
Kolkata, Delhi, Economy, 16.67
Kolkata, Delhi, Business, 2.33
Kolkata, Delhi, Business, 26.08
Kolkata, Delhi, Economy, 2.58
Kolkata, Delhi, Economy, 8.58
Kolkata, Delhi, Economy, 17.5
Kolkata, Delhi, Economy, 5.42
Kolkata, Delhi, Business, 26.58
Kolkata, Bangalore, Business, 22.5
Kolkata, Bangalore, Business, 13.25
Kolkata, Bangalore, Economy, 13.75
Kolkata, Bangalore, Economy, 14.75
Kolkata, Bangalore, Economy, 11.25
Kolkata, Bangalore, Economy, 10.67
Kolkata, Bangalore, Economy, 12.42
Kolkata, Bangalore, Economy, 16.08
Kolkata, Bangalore, Economy, 11.67
Kolkata, Bangalore, Economy, 9.25
Kolkata, Bangalore, Economy, 4.17
Kolkata, Bangalore, Economy, 14.75
Kolkata, Bangalore, Business, 7.33
Kolkata, Bangalore, Economy, 2.75
Kolkata, Bangalore, Business, 12.42
Kolkata, Bangalore, Economy, 12.25
Kolkata, Bangalore, Economy, 10.0
Kolkata, Bangalore, Economy, 2.42
Kolkata, Bangalore, Economy, 7.33
Kolkata, Bangalore, Economy, 12.0
Kolkata, Bangalore, Economy, 2.58
Kolkata, Bangalore, Business, 9.25
Kolkata, Bangalore, Economy, 10.58
Kolkata, Bangalore, Economy, 9.67
Kolkata, Bangalore, Business, 5.25
Kolkata, Hyderabad, Business, 9.58
Kolkata, Hyderabad, Economy, 4.5
Kolkata, Hyderabad, Economy, 14.0
Kolkata, Hyderabad, Economy, 13.0
Kolkata, Hyderabad, Economy, 18.33
Kolkata, Hyderabad, Business, 12.33
Kolkata, Hyderabad, Economy, 23.42
Kolkata, Hyderabad, Economy, 3.67
Kolkata, Hyderabad, Business, 21.0
Kolkata, Hyderabad, Economy, 7.0
Kolkata, Hyderabad, Economy, 7.67
Kolkata, Hyderabad, Economy, 14.0
Kolkata, Hyderabad, Economy, 12.67
Kolkata, Hyderabad, Economy, 7.25
Kolkata, Hyderabad, Economy, 21.25
Kolkata, Hyderabad, Economy, 26.75
Kolkata, Hyderabad, Economy, 2.17
Kolkata, Hyderabad, Economy, 18.67
Kolkata, Hyderabad, Economy, 12.33
Kolkata, Hyderabad, Economy, 2.08
Kolkata, Hyderabad, Economy, 2.25
Kolkata, Hyderabad, Economy, 6.0
Kolkata, Hyderabad, Economy, 12.67
Kolkata, Hyderabad, Economy, 27.08
Kolkata, Hyderabad, Business, 5.42
Hyderabad, Mumbai, Economy, 16.92
Hyderabad, Mumbai, Economy, 11.33
Hyderabad, Mumbai, Economy, 16.0
Hyderabad, Mumbai, Economy, 10.83
Hyderabad, Mumbai, Economy, 5.08
Hyderabad, Mumbai, Business, 6.33
Hyderabad, Mumbai, Business, 10.42
Hyderabad, Mumbai, Economy, 10.92
Hyderabad, Mumbai, Business, 6.67
Hyderabad, Mumbai, Economy, 19.92
Hyderabad, Mumbai, Economy, 10.67
Hyderabad, Mumbai, Economy, 21.75
Hyderabad, Mumbai, Economy, 5.17
Hyderabad, Mumbai, Business, 21.08
Hyderabad, Mumbai, Economy, 1.33
Hyderabad, Mumbai, Economy, 26.08
Hyderabad, Mumbai, Economy, 1.58
Hyderabad, Mumbai, Economy, 16.0
Hyderabad, Mumbai, Economy, 18.67
Hyderabad, Mumbai, Economy, 9.17
Hyderabad, Mumbai, Business, 9.67
Hyderabad, Mumbai, Economy, 15.08
Hyderabad, Mumbai, Economy, 5.92
Hyderabad, Mumbai, Economy, 1.5
Hyderabad, Mumbai, Economy, 10.25
Hyderabad, Delhi, Economy, 8.67
Hyderabad, Delhi, Business, 12.83
Hyderabad, Delhi, Business, 16.5
Hyderabad, Delhi, Business, 12.0
Hyderabad, Delhi, Business, 14.92
Hyderabad, Delhi, Economy, 16.5
Hyderabad, Delhi, Economy, 6.92
Hyderabad, Delhi, Economy, 18.17
Hyderabad, Delhi, Economy, 16.92
Hyderabad, Delhi, Business, 20.0
Hyderabad, Delhi, Economy, 19.17
Hyderabad, Delhi, Economy, 16.42
Hyderabad, Delhi, Economy, 5.0
Hyderabad, Delhi, Business, 2.25
Hyderabad, Delhi, Business, 22.17
Hyderabad, Delhi, Economy, 2.25
Hyderabad, Delhi, Economy, 16.67
Hyderabad, Delhi, Economy, 2.08
Hyderabad, Delhi, Business, 2.33
Hyderabad, Delhi, Business, 16.42
Hyderabad, Delhi, Business, 2.58
Hyderabad, Delhi, Economy, 19.17
Hyderabad, Delhi, Economy, 6.42
Hyderabad, Delhi, Business, 27.25
Hyderabad, Delhi, Economy, 2.25
Hyderabad, Bangalore, Business, 15.25
Hyderabad, Bangalore, Economy, 23.83
Hyderabad, Bangalore, Economy, 3.75
Hyderabad, Bangalore, Business, 9.92
Hyderabad, Bangalore, Economy, 13.0
Hyderabad, Bangalore, Economy, 18.92
Hyderabad, Bangalore, Economy, 9.92
Hyderabad, Bangalore, Business, 15.0
Hyderabad, Bangalore, Economy, 1.33
Hyderabad, Bangalore, Economy, 17.17
Hyderabad, Bangalore, Business, 10.75
Hyderabad, Bangalore, Economy, 1.17
Hyderabad, Bangalore, Business, 8.5
Hyderabad, Bangalore, Business, 14.33
Hyderabad, Bangalore, Economy, 9.25
Hyderabad, Bangalore, Economy, 4.25
Hyderabad, Bangalore, Economy, 23.83
Hyderabad, Bangalore, Economy, 16.67
Hyderabad, Bangalore, Economy, 9.25
Hyderabad, Bangalore, Economy, 17.67
Hyderabad, Bangalore, Business, 23.83
Hyderabad, Bangalore, Economy, 1.17
Hyderabad, Bangalore, Economy, 24.33
Hyderabad, Bangalore, Economy, 9.5
Hyderabad, Bangalore, Economy, 7.0
Hyderabad, Kolkata, Economy, 12.75
Hyderabad, Kolkata, Economy, 11.25
Hyderabad, Kolkata, Economy, 9.83
Hyderabad, Kolkata, Economy, 12.42
Hyderabad, Kolkata, Economy, 13.25
Hyderabad, Kolkata, Economy, 3.42
Hyderabad, Kolkata, Business, 11.25
Hyderabad, Kolkata, Economy, 5.25
Hyderabad, Kolkata, Business, 26.17
Hyderabad, Kolkata, Economy, 30.25
Hyderabad, Kolkata, Economy, 7.83
Hyderabad, Kolkata, Economy, 12.75
Hyderabad, Kolkata, Economy, 12.75
Hyderabad, Kolkata, Business, 14.67
Hyderabad, Kolkata, Business, 7.0
Hyderabad, Kolkata, Economy, 9.33
Hyderabad, Kolkata, Economy, 32.75
Hyderabad, Kolkata, Economy, 2.08
Hyderabad, Kolkata, Business, 25.92
Hyderabad, Kolkata, Economy, 5.58
Hyderabad, Kolkata, Economy, 14.92
Hyderabad, Kolkata, Economy, 12.75
Hyderabad, Kolkata, Economy, 22.33
Hyderabad, Kolkata, Economy, 15.25
Hyderabad, Kolkata, Business, 13.0
